index,lastNameEn,lastNameGe,count
711,iakobadze,იაკობაძე,1060
712,aivazian,აივაზიან,1058
713,tarieladze,ტარიელაძე,1058
714,nanava,ნანავა,1058
715,qveladze,ქველაძე,1058
716,artmeladze,ართმელაძე,1057
717,bakhturidze,ბახტურიძე,1057
718,arjevanidze,არჯევანიძე,1057
719,kikalishvili,კიკალიშვილი,1055
720,kakashvili,კაკაშვილი,1055
721,skhulukhia,სხულუხია,1054
722,gigineishvili,გიგინეიშვილი,1054
723,amiranashvili,ამირანაშვილი,1053
724,verulidze,ვერულიძე,1052
725,chikviladze,ჩიკვილაძე,1052
726,tutberidze,თუთბერიძე,1050
727,lomtatidze,ლომთათიძე,1050
728,morgoshia,მორგოშია,1045
729,basilaia,ბასილაია,1043
730,gedenidze,გედენიძე,1042
731,arutiniani,არუთინიანი,1041
732,noniashvili,ნონიაშვილი,1039
733,tatarashvili,თათარაშვილი,1035
734,buzaladze,ბუზალაძე,1033
735,oragvelidze,ორაგველიძე,1033
736,datunashvili,დათუნაშვილი,1032
737,zurabishvili,ზურაბიშვილი,1030
738,japarovi,ჯაფაროვი,1027
739,somkhishvili,სომხიშვილი,1026
740,tsilosani,წილოსანი,1024
741,gubeladze,გუბელაძე,1023
742,maqatsaria,მაქაცარია,1022
743,tordia,თორდია,1021
744,mebonia,მებონია,1021
745,sigua,სიგუა,1018
746,ubilava,უბილავა,1018
747,sisauri,სისაური,1017
748,odisharia,ოდიშარია,1016
749,shekhlashvili,შეყლაშვილი,1015
750,chikhradze,ჩიხრაძე,1015
751,karapetian,კარაპეტიან,1014
752,tchulukhadze,ჭულუხაძე,1013
753,purtseladze,ფურცელაძე,1013
754,akopovi,აკოფოვი,1013
755,jijavadze,ჯიჯავაძე,1011
756,togonidze,ტოგონიძე,1011
757,jashiashvili,ჯაშიაშვილი,1010
758,kakhiani,კახიანი,1008
759,tsikhelashvili,ციხელაშვილი,1003
760,qoiava,ქოიავა,1003
761,edisherashvili,ედიშერაშვილი,1003
762,gugushvili,გუგუშვილი,1002
763,osmanova,ოსმანოვა,1001
764,gavashelishvili,გავაშელიშვილი,1001
765,qurasbediani,ქურასბედიანი,1001
766,abuashvili,აბუაშვილი,1000
767,muradiani,მურადიანი,1000
768,chanqseliani,ჩანქსელიანი,999
769,sabashvili,საბაშვილი,997
770,nishnianidze,ნიშნიანიძე,997
771,chiqobava,ჩიქობავა,996
772,jiqidze,ჯიქიძე,995
773,jobava,ჯობავა,995
774,lominadze,ლომინაძე,995
775,surguladze,სურგულაძე,992
776,rostomashvili,როსტომაშვილი,990
777,purtskhvanidze,ფურცხვანიძე,990
778,tchokhonelidze,ჭოხონელიძე,990
779,sharabidze,შარაბიძე,989
780,tskhadaia,ცხადაია,989
781,oganesian,ოგანესიან,988
782,tsnobiladze,ცნობილაძე,988
783,beria,ბერია,988
784,avetisiani,ავეტისიანი,986
785,dekanadze,დეკანაძე,984
786,shioshvili,შიოშვილი,981
787,moseshvili,მოსეშვილი,980
788,orujova,ორუჯოვა,979
789,gvilava,გვილავა,979
790,eliashvili,ელიაშვილი,978
791,tskhovrebadze,ცხოვრებაძე,974
792,mdinaradze,მდინარაძე,970
793,kvatchantiradze,კვაჭანტირაძე,970
794,khundadze,ხუნდაძე,967
795,bezhitashvili,ბეჟიტაშვილი,965
796,aslanishvili,ასლანიშვილი,963
797,chkhitunidze,ჩხიტუნიძე,962
798,meshveliani,მეშველიანი,962
799,lanchava,ლანჩავა,962
800,nadaraia,ნადარაია,961
801,tchitadze,ჭიტაძე,960
802,iakobashvili,იაკობაშვილი,959
803,qoqoladze,ქოქოლაძე,957
804,meskhishvili,მესხიშვილი,956
805,ormotsadze,ორმოცაძე,955
806,mkrtichiani,მკრტიჩიანი,952
807,jugheli,ჯუღელი,951
808,martirosiani,მარტიროსიანი,951
809,mamardashvili,მამარდაშვილი,948
810,saparovi,საფაროვი,948
811,sarishvili,სარიშვილი,948
812,sartania,სართანია,947
813,murvanidze,მურვანიძე,947
814,jatchvadze,ჯაჭვაძე,945
815,burtchuladze,ბურჭულაძე,944
816,shubladze,შუბლაძე,943
817,gugeshashvili,გუგეშაშვილი,943
818,miqaia,მიქაია,939
819,sulaqvelidze,სულაქველიძე,938
820,suladze,სულაძე,938
821,tchkhoidze,ჭყოიძე,937
822,abulashvili,აბულაშვილი,937
823,vepkhvadze,ვეფხვაძე,936
824,benashvili,ბენაშვილი,936
825,dzirkvadze,ძირკვაძე,935
826,tabaghua,ტაბაღუა,935
827,pachulia,ფაჩულია,935
828,tsqipurishvili,ცქიფურიშვილი,934
829,chichua,ჩიჩუა,934
830,zaqariadze,ზაქარიაძე,934
831,gvritishvili,გვრიტიშვილი,933
832,londaridze,ლონდარიძე,933
833,tsqitishvili,ცქიტიშვილი,932
834,toradze,თორაძე,932
835,vadatchkoria,ვადაჭკორია,932
836,namazova,ნამაზოვა,931
837,aivazovi,აივაზოვი,930
838,qsovreli,ქსოვრელი,930
839,mosidze,მოსიძე,930
840,pertaia,პერტაია,928
841,beroshvili,ბეროშვილი,928
842,mkrtchian,მკრტჩიან,926
843,baghashvili,ბაღაშვილი,926
844,qebadze,ქებაძე,925
845,mekhtievi,მეხტიევი,923
846,tabukashvili,თაბუკაშვილი,921
847,mamisashvili,მამისაშვილი,921
848,khvelashvili,ყველაშვილი,920
849,bogveradze,ბოგვერაძე,916
850,manjavidze,მანჯავიძე,915
851,chitaia,ჩიტაია,913
852,belqania,ბელქანია,913
853,vacheishvili,ვაჩეიშვილი,913
854,geliashvili,გელიაშვილი,912
855,beltadze,ბელთაძე,912
856,rurua,რურუა,911
857,gzirishvili,გზირიშვილი,911
858,gamezardashvili,გამეზარდაშვილი,910
859,toria,თორია,905
860,ghoghoberidze,ღოღობერიძე,905
861,qoqashvili,ქოქაშვილი,903
862,arevadze,არევაძე,902
863,makaridze,მაკარიძე,902
864,shantadze,შანთაძე,901
865,arqania,არქანია,901
866,patchkoria,პაჭკორია,900
867,chitashvili,ჩიტაშვილი,900
868,miqautadze,მიქაუტაძე,899
869,tcholadze,ჭოლაძე,898
870,alakhverdievi,ალახვერდიევი,895
871,qadagishvili,ქადაგიშვილი,895
872,bebia,ბებია,894
873,melashvili,მელაშვილი,894
874,iobashvili,იობაშვილი,892
875,shurghaia,შურღაია,892
876,odishvili,ოდიშვილი,892
877,simoniani,სიმონიანი,891
878,bzhalava,ბჟალავა,888
879,omarova,ომაროვა,887
880,navrozashvili,ნავროზაშვილი,887
881,geguchadze,გეგუჩაძე,887
882,paqsashvili,პაქსაშვილი,887
883,qarqashadze,ქარქაშაძე,886
884,datuashvili,დათუაშვილი,886
885,khasaia,ხასაია,885
886,gakharia,გახარია,885
887,sakhvarelidze,საყვარელიძე,883
888,khijakadze,ხიჯაკაძე,882
889,maziashvili,მაზიაშვილი,881
890,tkhelidze,თხელიძე,879
891,abramidze,აბრამიძე,879
892,begashvili,ბეგაშვილი,878
893,lukava,ლუკავა,878
894,tchikadze,ჭიკაძე,878
895,sordia,სორდია,877
896,manukian,მანუკიან,877
897,gagoshidze,გაგოშიძე,877
898,kikilashvili,კიკილაშვილი,876
899,zardiashvili,ზარდიაშვილი,875
900,toloraia,თოლორაია,874
901,imedashvili,იმედაშვილი,874
902,revishvili,რევიშვილი,874
903,durglishvili,დურგლიშვილი,874
904,kalmakhelidze,კალმახელიძე,872
905,izoria,იზორია,868
906,namazovi,ნამაზოვი,866
907,goletiani,გოლეთიანი,866
908,zurabiani,ზურაბიანი,865
909,osepashvili,ოსეფაშვილი,865
910,kharebashvili,ხარებაშვილი,864
911,sakhvadze,სახვაძე,863
912,abzhandadze,აბჟანდაძე,862
913,esartia,ესართია,862
914,kuprava,კუპრავა,861
915,javakhadze,ჯავახაძე,861
916,zviadadze,ზვიადაძე,861
917,abasovi,აბასოვი,860
918,kasumovi,კასუმოვი,859
919,nikolashvili,ნიკოლაშვილი,859
920,didebashvili,დიდებაშვილი,857
921,khvadagiani,ხვადაგიანი,857
922,butkhuzi,ბუთხუზი,857
923,darchiashvili,დარჩიაშვილი,856
924,muzashvili,მუზაშვილი,855
925,datiashvili,დათიაშვილი,855
926,valishvili,ვალიშვილი,854
927,kekelia,კეკელია,854
928,iakobidze,იაკობიძე,854
929,archuadze,არჩუაძე,852
930,dzotsenidze,ძოწენიძე,851
931,kentchadze,კენჭაძე,850
932,shermadini,შერმადინი,849
933,kasumova,კასუმოვა,849
934,marghishvili,მარღიშვილი,848
935,lomaia,ლომაია,846
936,baramia,ბარამია,846
937,darakhvelidze,დარახველიძე,846
938,gaspariani,გასპარიანი,846
939,mzhavia,მჟავია,844
940,mukbaniani,მუკბანიანი,843
941,gogolauri,გოგოლაური,843
942,gevorqiani,გევორქიანი,841
943,shervashidze,შერვაშიძე,841
944,narmania,ნარმანია,840
945,lapachi,ლაფაჩი,839
946,esebua,ესებუა,838
947,toidze,თოიძე,838
948,sepiashvili,სეფიაშვილი,836
949,japarova,ჯაფაროვა,836
950,menabdishvili,მენაბდიშვილი,835
951,gulbani,გულბანი,834
952,poghosiani,პოღოსიანი,834
953,tabidze,ტაბიძე,832
954,makaradze,მაკარაძე,831
955,markoidze,მარკოიძე,828
956,kutsia,კუცია,828
957,tukhashvili,ტუხაშვილი,828
958,shavgulidze,შავგულიძე,827
959,gelovani,გელოვანი,827
960,bardavelidze,ბარდაველიძე,826
961,natenadze,ნათენაძე,826
962,terterashvili,ტერტერაშვილი,824
963,katsiashvili,კაციაშვილი,824
964,arakhamia,არახამია,823
965,sologhashvili,სოლოღაშვილი,823
966,tavberidze,თავბერიძე,822
967,gurashvili,გურაშვილი,818
968,jgerenaia,ჯგერენაია,818
969,doghonadze,დოღონაძე,817
970,mamatsashvili,მამაცაშვილი,817
971,mskhvilidze,მსხვილიძე,816
972,bezhuashvili,ბეჟუაშვილი,816
973,novruzovi,ნოვრუზოვი,815
974,gogava,გოგავა,815
975,vanadze,ვანაძე,814
976,khvavadze,ყვავაძე,814
977,dadiani,დადიანი,811
978,cherqezishvili,ჩერქეზიშვილი,811
979,alakhverdieva,ალახვერდიევა,810
980,chakhunashvili,ჩახუნაშვილი,810
981,gurchiani,გურჩიანი,809
982,vartaniani,ვართანიანი,809
983,mekhtieva,მეხტიევა,808
984,zazadze,ზაზაძე,807
985,ramazashvili,რამაზაშვილი,807
