rus,en,matched
Сатдион,Satdion,სარდიონ
Цопак,Copak,ტოფიკ
Эстон,Eston,ელთონ
Тихан,Tihan,თინა
Мамедов,Mamedov,მამედ
Гербас,Gerbas,გერვას
Свирион,Svirion,სპირიდონ
Маритрос,Maritros,მარტიროს
Евших,Evshih,ეში
Баний,Banii,ბანი
Лезар,Lezar,ლაზარ
Джамололк,Dzhamololk,ჰამლეტ
Атимос,Atimos,ანთიმოზ
Валодид,Valodid,ვალოდია
Шалье,SHale,ჟალე
Аганисмайл,Aganismail,შაისმაილ
Арушак,Arushak,არუსიაკ
Зорбег,Zorbeg,ზორბეგ
Билориян,Biloriyan,ვალერიან
Аваз,Avaz,ავაზ
Сагамал,Sagamal,აგამალი
Эвсо,Evso,ევდო
Ама,Ama,ემა
Амбрисий,Ambrisii,ამბროსი
Каен,Kaen,კარენ
Масун,Masun,სასუნ
Мизак,Mizak,მისაკ
Калил,Kalil,ხალილ
Миконь,Mikon,მირონ
Эрмия,Ermiya,ელმირა
Посо,Poso,სოსო
Рилиз,Riliz,ილია
Ходжо,Hodzho,ჟოჟო
Кичано,Kichano,ხანო
Асфоня,Asfonya,სონია
Ядула,YAdula,იადულა
Шахкямал,SHahkyamal,შამამა
Жоже,ZHozhe,ჟოჟო
Файрат-оглы,Fairat-ogli,ანატოლი
Неодин,Neodin,სევდინ
Пуджи,Pudzhi,ფურზა
Мизур,Mizur,მინურ
Епалит,Epalit,ემალი
Юрдан,YUrdan,მურმან
Шагентий,SHagentii,შაგენ
Кадем,Kadem,ადემ
Сефьтион,Seftion,სემიონ
Мухшуз,Muhshuz,მურშუდ
Мейлуд,Meilud,მევლუდ
Севастин,Sevastin,სევასტი
Джумет,Dzhumet,ჟულეტა
Тимофей (Тома),Timofei (Toma),ტიმოფეი
Сугулат,Sugulat,გუგულა
Савел.,Savel.,საველი
Пове,Pove,ნოვე
Ловрен,Lovren,ლორენ
Гичус,Gichus,გოჩა
Арют,Aryut,არუთ
Вардами,Vardami,ვარლამი
Богрогд,Bogrogd,ბაგრად
Андрокик,Androkik,ანდრონიკ
Хаго,Hago,იაგო
Ризтан,Riztan,რიზვან
Ефтимей,Eftimei,ეფტიმე
Певляш,Pevlyash,პავლუშ
Вясель,Vyasel,ვასილ
Сут,Sut,უსუპ
Башвили,Bashvili,ბასილი
Силин,Silin,გილინ
Бавир-Оглы,Bavir-Ogli,ბაირამალი
Аксекпти,Aksekpti,აქსენტი
Асман оглы,Asman ogli,მანოლი
Абдулатик,Abdulatik,აბდულალი
Ариаз,Ariaz,არაზ
Верико,Veriko,ვერიკო
Амилан,Amilan,ამირან
Педа,Peda,სედა
Екотерина (Екатерина),Ekoterina (Ekaterina),კატერინა
Шабирожы,SHabirozhi,შირაზი
Юртанес,YUrtanes,ნურანე
Чепо,CHepo,პეპო
Алкшам,Alksham,ილხამ
Булат,Bulat,გულად
Обрам,Obram,აბრამ
Нухзар,Nuhzar,ნუგზარ
Галакетион,Galaketion,გალაქტიონ
Иродийи,Irodiii,იროდი
Карижи,Karizhi,მარიზი
Араювер,Arayuver,არტურ
Пиняктор,Pinyaktor,ვიკტორ
Дилавар,Dilavar,დილავარ
Харлей,Harlei,ჰალეი
Бакзен,Bakzen,ბაბკენ
Чулак,CHulak,ჩუტა
Фуфули,Fufuli,გუგული
Шерманд,SHermand,შერმანდი
Пеху,Pehu,პელო
Его,Ego,ელო
Тихалд,Tihald,ტიტალ
Папи,Papi,ფატი
Джаид,Dzhaid,ზაიდ
Магрес,Magres,მარუს
Диср,Disr,დისო
Ракиш-оглы,Rakish-ogli,რახილი
Намов,Namov,ნაზო
Ашерм,Asherm,ასკერ
Кибаш,Kibash,კიას
Дуру (Порфир),Duru (Porfir),პორფირი
Окуро,Okuro,ოქრო
Калистати,Kalistati,კალისტატე
Имже,Imzhe,ვაჟა
Тимян,Timyan,ტიგრან
Мовла,Movla,მოვლა
Цицур,Cicur,აინურ
Леварба,Levarba,ლევარსი
Шахула,SHahula,შაჰლა
Астета,Asteta,ანეტა
Антагандин,Antagandin,ავთანდილ
Квирил,Kviril,კვირია
Жулия,ZHuliya,ჟულია
Шогай,SHogai,შოგან
Кию,Kiyu,კიმა
Чичка,CHichka,ანიჩკა
Самвар,Samvar,სარვარ
Нубайдула,Nubaidula,იბადულა
Даштомир,Dashtomir,დაშტამირ
Бодир,Bodir,ბადირ
Датыгу,Datigu,ნათიგ
Ахмед Омар Огер,Ahmed Omar Oger,მეომარი
Малко,Malko,მაიკო
Сенатиц,Senatic,რენატი
Гарожан,Garozhan,ვარუჟან
Мухатасим,Muhatasim,მუშაფარიმ
Шайемаилз,SHaiemailz,შაისმაილ
Нияз-Абдул-оглы,Niyaz-Abdul-ogli,ნიაზალი
Махарбел,Maharbel,მაჰარბი
Татжит,Tatzhit,თათია
Юлиус,YUlius,გულიკო
Ардоваст,Ardovast,არევატ
Давид (Андрей),David (Andrei),ავდანდილ
Гирсан,Girsan,გერსან
Автандел,Avtandel,ავთანდილ
Таири,Tairi,ნაირი
Геренто,Gerento,გერონტი
Порфира,Porfira,პორფირი
Ломини,Lomini,ლომინი
Димитр.,Dimitr.,დიმიტრი
Нос (Митуша),Nos (Mitusha),მიტუშა
Даро,Daro,დარო
Мелькисадег,Melkisadeg,ელისაბედ
Хидыр-оглы,Hidir-ogli,ხიდირნაბი
Тамбол,Tambol,ჯამბულ
Герачих,Gerachih,გრაჩიკ
Арван,Arvan,არმან
Ний,Nii,ნია
Саропсион,Saropsion,სარდიონ
Мыоден,Mioden,დიოგენ
Мыхаил,Mihail,მიხაილ
Заза,Zaza,ზაზა
Хобибон,Hobibon,რობიზონ
Мелексен,Meleksen,ალეკსან
Иазо,Iazo,იაზო
Иякоб,Iyakob,იაკობ
Торгфим,Torgfim,თორგომ
Джалол оглы,Dzhalol ogli,შავლეგი
Зикей,Zikei,ზიზი
Акаких,Akakih,აკაკი
Гуртан,Gurtan,გურბან
Цокан,Cokan,რომან
Машкон,Mashkon,მაშო
Мадет,Madet,მადატ
Серлан,Serlan,სეილან
Хамад,Hamad,სამად
Кагос,Kagos,იაგო
Жор.,ZHor.,ჟორა
Аршалупс,Arshalups,არშალუის
Кок.,Kok.,კოკი
Танговерди,Tangoverdi,თანირვერდი
Мушеч,Mushech,მუშეღ
Лек.,Lek.,ეკა
Смеит,Smeit,სეით
Фаризиз,Fariziz,მარიზი
Тадыя,Tadiya,თამილა
Канцол,Kancol,ანზორ
Сюман,Syuman,სუსან
Сос.,Sos.,სოსო
Эквтиша,Ekvtisha,კატუშა
Каеуст,Kaeust,გალუსტ
Божан,Bozhan,ბეჟან
Хезре,Hezre,პეტრე
Дамид,Damid,დავიდ
Ашаак,Ashaak,არშაკ
Мекис,Mekis,მიკის
Зияцин,Ziyacin,ზიადინ
Махраш-оглы,Mahrash-ogli,მარჟოლი
Юсиан,YUsian,რუსლან
Торы,Tori,ზორი
Прокоф.,Prokof.,პროკოფი
Капитош,Kapitosh,კაპიტონ
Германс,Germans,გერმანე
Зрастии,Zrastii,ერასტი
Менна,Menna,თეონა
Тиреман-оглы,Tireman-ogli,რემანოზი
Палежао,Palezhao,პალუშა
Сараби,Sarabi,სარაი
Мансир-оглы,Mansir-ogli,მანოლი
Чопурь,CHopur,ჩინარ
Рожд...,Rozhd...,რაჟდენ
Етифане,Etifane,ეტიფანე
Кышу,Kishu,მიშა
Рыжали,Rizhali,რიზალი
Фиришан,Firishan,აინიშან
Зурсун,Zursun,დურსუნ
Лень,Len,ლენა
Зияуди,Ziyaudi,ზვიადი
Задим,Zadim,ვადიმ
Сомаж,Somazh,სოლმაზ
Ваткс,Vatks,ვარტკეს
Пельхов,Pelhov,პელო
Вагинах,Vaginah,ვაგინაკ
Микон,Mikon,მირონ
Ганзол,Ganzol,ანზორ
Вони,Voni,ჯონი
Микла,Mikla,მიხა
Парфин,Parfin,პარვინ
Матады-оглы,Matadi-ogli,ავთანდილი
Вондо,Vondo,ბონდო
Гоплян,Goplyan,სოსლან
Сейфодин,Seifodin,სეიფადინ
Огасес,Ogases,ოგანეს
Кибе,Kibe,კობა
Педзина,Pedzina,ბიძინა
Тамента,Tamenta,თამუნა
Вопилит,Vopilit,ვასილი
Иполит.,Ipolit.,იპოლიტე
Каиф Кулу,Kaif Kulu,აბასკულუ
Онесим,Onesim,ოლესია
Ашхарбек,Ashharbek,აშხარბეკ
Побян,Pobyan,კობა
Намаз Кюль,Namaz Kyul,სამანკულ
Чарош,CHarosh,აჰარონ
Аревшот,Arevshot,არევშატ
Шимил-оглы,SHimil-ogli,შამილი
Карапалла,Karapalla,რაფაელ
Сураби,Surabi,ზურაბი
Агабай,Agabai,აგალი
Кудж,Kudzh,ლუიზა
Аколи,Akoli,კაკოლი
Иснагам,Isnagam,იბრაგიმ
Вахжон,Vahzhon,ვაჟა
Наня,Nanya,ნინა
Азат.,Azat.,აზატ
Мамо-оглы,Mamo-ogli,მამული
Молонта,Molonta,მოკონა
Хуци,Huci,ჰური
Власе,Vlase,ვლასი
Сансон,Sanson,სამსონ
Иоги,Iogi,გოგი
Кир.,Kir.,კირა
Айкад,Aikad,არკად
Шерембат,SHerembat,შამბათ
Тисак,Tisak,ისაკ
Арих,Arih,არიფ
Хотио,Hotio,ჯოტო
Луман,Luman,ლამან
Дафент,Dafent,დაფენტი
Хадим,Hadim,ვადიმ
Чичаксонсич,CHichaksonsich,ჩიჩაკი
Абдол,Abdol,აბდულ
Каджан,Kadzhan,რადხან
Людук,Lyuduk,ლუდუკ
Эсен,Esen,ესე
Атаса,Atasa,ათაშ
Шукро,SHukro,შაკრო
Карпин,Karpin,კარინე
Онисимо,Onisimo,ონისიმე
Иро,Iro,იზო
Вахонг,Vahong,ვაჰან
Копай,Kopai,კობა
Зедро,Zedro,ზერო
Плар,Plar,ოთარ
Наг,Nag,ნაგი
Зурий,Zurii,ზური
Мажук,Mazhuk,მაჟუ
Жорик,ZHorik,ჟორიკ
Бежаи,Bezhai,ბეჟან
Аствон,Astvon,ანტონ
Бортели,Borteli,კორნელი
Набаш,Nabash,ნატაშა
Таху,Tahu,ტაგუ
Этир,Etir,ეთარ
Кочал,Kochal,კოჩა
Амбросо,Ambroso,ამბროსი
Афман,Afman,არმან
Бакмут,Bakmut,ბაკურ
Ваес,Vaes,ვაე
Ранжден,Ranzhden,რაჟდენ
Жота,ZHota,შოთა
Амяхан,Amyahan,ამირან
Профел,Profel,რომეო
Гуслу,Guslu,გულუ
Пиртен,Pirten,პართენ
Авил,Avil,ავილ
Кулут,Kulut,კულუ
Нуйчук,Nuichuk,გოიჩაკ
Агаджан-оглы,Agadzhan-ogli,აღალი
Захареб,Zahareb,ზაქარია
Аррсена,Arrsena,არსენა
Зурда,Zurda,ზურა
Сажа,Sazha,ვაჟა
Кучан,Kuchan,უჩა
Сагит,Sagit,საკით
Диянес,Diyanes,ივანე
Бейнам,Beinam,ზეინაბ
Элин,Elin,ელვინ
Улян,Ulyan,ულფან
Б...ук,B...uk,ბაჩუკ
Шехаб,SHehab,შებან
Джахангир,Dzhahangir,ჯახანგირ
Тихрон,Tihron,ტიგრან
Теди,Tedi,ლედი
Иссакий,Issakii,ისაკი
Тириел,Tiriel,ტარიელ
Сандри,Sandri,სანდრო
Пигран,Pigran,ტიგრან
Иззат,Izzat,იზზატ
Шилье,SHile,ჩილე
Газиз,Gaziz,აზიზ
Вахтяр,Vahtyar,ვართან
Исилим,Isilim,ისლამ
Картдоз,Kartdoz,კარლო
Экеа,Ekea,ეკა
Гарпеник,Garpenik,ვარსენიკ
Парыл,Paril,ფარილ
Нитая,Nitaya,სითარა
Дореши,Doreshi,ორესტი
Гроллитон,Grolliton,გრამიტონ
Иуген,Iugen,რუბენ
Герат,Gerat,გერა
Адыс,Adis,ადილ
Амбаршум,Ambarshum,ამბარცუმ
Севора,Sevora,სევდა
Аршомос,Arshomos,არშალუს
Грамитион,Gramition,გრამიტონ
Хасрон,Hasron,იასონ
Фашили,Fashili,ვასილი
Сиворьян,Sivoryan,სევერიან
